date_key,product_key,warehouse_key,policy_key,sku_id,warehouse,policy,on_hand_units,demand_forecast_units,demand_units,stockout,fill_rate,safety_stock_units,lead_time_days,total_cost_usd,promo_flag,holiday_flag,price_usd,weather_index,efficiency_score,cost_per_unit
20250607,1,1,3,SKU001,WH_A,ml_reorder,19,21.01,21,0,1.0,51,9,10.89,0,0,38.21,56.0,1.0,0.5445
20250608,1,1,3,SKU001,WH_A,ml_reorder,5,20.94,14,0,1.0,53,9,2.69,0,0,35.83,57.5,1.0,0.4483333333333333
20250609,1,1,3,SKU001,WH_A,ml_reorder,7,27.25,13,0,1.0,58,9,52.46,0,0,36.73,50.1,1.0,6.5575
20250610,1,1,3,SKU001,WH_A,ml_reorder,0,24.39,23,1,0.304,60,9,981.02,0,0,38.32,55.0,0.152,981.02
20250611,1,1,3,SKU001,WH_A,ml_reorder,71,29.92,35,0,1.0,56,9,88.46,0,0,40.39,63.1,1.0,1.228611111111111
20250612,1,1,3,SKU001,WH_A,ml_reorder,114,21.45,3,0,1.0,54,9,68.98,0,0,40.34,50.7,1.0,0.5998260869565217
20250613,1,1,3,SKU001,WH_A,ml_reorder,128,24.86,21,0,1.0,57,9,72.52,0,0,37.77,60.5,1.0,0.5621705426356589
20250614,1,1,3,SKU001,WH_A,ml_reorder,103,19.3,25,0,1.0,57,9,55.3,0,0,35.79,66.9,1.0,0.5317307692307692
20250615,1,1,3,SKU001,WH_A,ml_reorder,166,21.16,0,0,1.0,55,9,101.28,0,0,40.68,62.0,1.0,0.6064670658682635
20250616,1,1,3,SKU001,WH_A,ml_reorder,151,21.15,15,0,1.0,66,9,81.02,0,0,35.77,68.6,1.0,0.5330263157894737
20250617,1,1,3,SKU001,WH_A,ml_reorder,113,22.11,38,0,1.0,64,9,93.72,0,0,35.7,60.8,1.0,0.8221052631578947
20250618,1,1,3,SKU001,WH_A,ml_reorder,178,24.59,11,0,1.0,57,9,131.05,0,0,37.04,54.6,1.0,0.732122905027933
20250619,1,1,3,SKU001,WH_A,ml_reorder,151,26.08,27,0,1.0,57,9,89.68,0,0,39.59,58.8,1.0,0.5900000000000001
20250620,1,1,3,SKU001,WH_A,ml_reorder,182,25.85,36,0,1.0,57,9,155.53,0,0,39.3,57.4,1.0,0.8498907103825136
20250621,1,1,3,SKU001,WH_A,ml_reorder,161,23.11,21,0,1.0,52,9,89.16,0,0,36.92,55.2,1.0,0.5503703703703704
20250622,1,1,3,SKU001,WH_A,ml_reorder,127,26.57,34,0,1.0,53,9,74.94,0,0,39.34,57.0,1.0,0.58546875
20250623,1,1,3,SKU001,WH_A,ml_reorder,106,25.02,21,0,1.0,58,9,106.22,0,0,37.78,44.8,1.0,0.9927102803738318
20250624,1,1,3,SKU001,WH_A,ml_reorder,76,19.33,30,0,1.0,58,9,45.78,0,0,40.16,48.1,1.0,0.5945454545454546
20250625,1,1,3,SKU001,WH_A,ml_reorder,46,27.27,30,0,1.0,57,9,76.89,0,0,37.96,59.8,1.0,1.6359574468085107
20250626,1,1,3,SKU001,WH_A,ml_reorder,42,23.33,36,0,1.0,58,9,23.24,0,0,36.88,67.1,1.0,0.5404651162790697
20250627,1,1,3,SKU001,WH_A,ml_reorder,53,21.04,18,0,1.0,56,9,28.72,0,0,36.13,61.5,1.0,0.5318518518518518
20250628,1,1,3,SKU001,WH_A,ml_reorder,6,24.34,47,0,1.0,52,9,48.58,0,0,38.67,67.0,1.0,6.9399999999999995
20250629,1,1,3,SKU001,WH_A,ml_reorder,60,26.14,21,0,1.0,53,9,34.21,0,0,38.01,70.4,1.0,0.5608196721311476
20250630,1,1,3,SKU001,WH_A,ml_reorder,24,30.32,36,0,1.0,78,9,83.68,1,0,31.34,67.1,1.0,3.3472000000000004
20250701,1,1,3,SKU001,WH_A,ml_reorder,8,28.39,16,0,1.0,60,9,4.64,0,0,38.69,65.3,1.0,0.5155555555555555
20250702,1,1,3,SKU001,WH_A,ml_reorder,55,18.67,22,0,1.0,52,9,32.18,0,0,39.01,61.3,1.0,0.5746428571428571
20250703,1,1,3,SKU001,WH_A,ml_reorder,17,17.02,38,0,1.0,51,9,9.85,0,0,38.61,63.2,1.0,0.5472222222222222
20250704,1,1,3,SKU001,WH_A,ml_reorder,90,29.02,9,0,1.0,65,9,90.09,1,0,35.4,66.6,1.0,0.99
20250705,1,1,3,SKU001,WH_A,ml_reorder,78,14.83,12,0,1.0,48,9,46.51,0,0,39.75,64.7,1.0,0.5887341772151898
20250706,1,1,3,SKU001,WH_A,ml_reorder,57,20.66,21,0,1.0,47,9,29.74,0,0,34.79,60.0,1.0,0.5127586206896552
20250707,1,1,3,SKU001,WH_A,ml_reorder,77,24.82,46,0,1.0,52,9,73.31,0,0,37.15,52.0,1.0,0.939871794871795
20250708,1,1,3,SKU001,WH_A,ml_reorder,40,21.54,37,0,1.0,51,9,47.65,0,0,41.01,56.4,1.0,1.1621951219512194
20250709,1,1,3,SKU001,WH_A,ml_reorder,180,20.46,4,0,1.0,47,9,102.95,0,0,38.13,55.5,1.0,0.5687845303867404
20250710,1,1,3,SKU001,WH_A,ml_reorder,172,18.17,8,0,1.0,47,9,97.79,0,0,37.9,59.5,1.0,0.5652601156069365
20250711,1,1,3,SKU001,WH_A,ml_reorder,172,24.8,0,0,1.0,47,9,94.85,0,0,36.76,58.9,1.0,0.5482658959537572
20250712,1,1,3,SKU001,WH_A,ml_reorder,152,21.92,20,0,1.0,46,9,117.15,0,0,36.97,67.5,1.0,0.765686274509804
20250713,1,1,3,SKU001,WH_A,ml_reorder,208,20.61,2,0,1.0,45,9,109.93,0,0,35.23,64.5,1.0,0.5259808612440192
20250714,1,1,3,SKU001,WH_A,ml_reorder,189,23.16,19,0,1.0,52,9,100.58,0,0,35.48,64.0,1.0,0.5293684210526316
20250715,1,1,3,SKU001,WH_A,ml_reorder,157,20.23,32,0,1.0,53,9,87.94,0,0,37.34,72.3,1.0,0.5565822784810126
20250716,1,1,3,SKU001,WH_A,ml_reorder,154,20.57,27,0,1.0,46,9,84.6,0,0,36.62,58.0,1.0,0.5458064516129032
20250717,1,1,3,SKU001,WH_A,ml_reorder,146,18.85,11,0,1.0,45,9,122.27,0,0,36.36,51.9,1.0,0.8317687074829931
20250718,1,1,3,SKU001,WH_A,ml_reorder,122,18.75,24,0,1.0,46,9,69.38,0,0,37.91,63.2,1.0,0.5640650406504064
20250719,1,1,3,SKU001,WH_A,ml_reorder,119,22.35,3,0,1.0,56,9,104.87,1,0,32.11,62.7,1.0,0.8739166666666667
20250720,1,1,3,SKU001,WH_A,ml_reorder,102,19.6,17,0,1.0,45,9,55.79,0,0,36.46,66.8,1.0,0.5416504854368932
20250721,1,1,3,SKU001,WH_A,ml_reorder,101,23.21,32,0,1.0,53,9,94.26,0,0,34.99,63.8,1.0,0.9241176470588236
20250722,1,1,3,SKU001,WH_A,ml_reorder,80,23.01,21,0,1.0,49,9,74.78,0,0,39.61,54.6,1.0,0.9232098765432099
20250723,1,1,3,SKU001,WH_A,ml_reorder,61,19.7,19,0,1.0,47,9,33.9,0,0,37.05,57.1,1.0,0.5467741935483871
20250724,1,1,3,SKU001,WH_A,ml_reorder,42,17.54,19,0,1.0,46,9,25.5,0,0,40.47,61.4,1.0,0.5930232558139535
20250725,1,1,3,SKU001,WH_A,ml_reorder,25,19.74,17,0,1.0,47,9,43.32,0,0,38.2,60.7,1.0,1.666153846153846
20250726,1,1,3,SKU001,WH_A,ml_reorder,40,18.98,44,0,1.0,46,9,56.86,0,0,37.68,66.8,1.0,1.3868292682926828
20250727,1,1,3,SKU001,WH_A,ml_reorder,1,15.93,39,0,1.0,46,9,0.58,0,0,38.46,58.9,1.0,0.29
20250728,1,1,3,SKU001,WH_A,ml_reorder,46,27.66,28,0,1.0,58,9,26.84,0,0,38.91,75.5,1.0,0.571063829787234
20250729,1,1,3,SKU001,WH_A,ml_reorder,34,20.23,12,0,1.0,57,9,19.26,0,0,37.76,70.9,1.0,0.5502857142857144
20250730,1,1,3,SKU001,WH_A,ml_reorder,50,22.84,39,0,1.0,49,9,106.31,0,0,37.75,55.4,1.0,2.0845098039215686
20250731,1,1,3,SKU001,WH_A,ml_reorder,38,22.97,27,0,1.0,53,9,54.35,0,0,37.11,70.6,1.0,1.3935897435897435
20250801,1,1,3,SKU001,WH_A,ml_reorder,24,23.81,14,0,1.0,53,9,43.73,0,0,38.0,63.7,1.0,1.7491999999999999
20250802,1,1,3,SKU001,WH_A,ml_reorder,3,16.45,21,0,1.0,52,9,1.61,0,0,35.79,71.2,1.0,0.4025
20250803,1,1,3,SKU001,WH_A,ml_reorder,3,21.79,20,0,1.0,50,9,1.76,0,0,39.03,62.1,1.0,0.44
20250804,1,1,3,SKU001,WH_A,ml_reorder,15,24.16,23,0,1.0,59,9,56.4,0,0,37.77,57.8,1.0,3.525
20250805,1,1,3,SKU001,WH_A,ml_reorder,0,23.89,15,0,1.0,59,9,26.2,0,0,38.97,63.1,1.0,26.2
20250806,1,1,3,SKU001,WH_A,ml_reorder,0,24.61,40,1,0.0,56,9,2420.56,0,0,37.46,66.2,0.0,2420.56
20250807,1,1,3,SKU001,WH_A,ml_reorder,0,19.02,32,1,0.0,55,9,1884.71,0,0,36.81,56.1,0.0,1884.71
20250808,1,1,3,SKU001,WH_A,ml_reorder,157,19.53,3,0,1.0,58,9,84.16,0,0,35.74,63.7,1.0,0.5326582278481012
20250809,1,1,3,SKU001,WH_A,ml_reorder,187,21.19,2,0,1.0,53,9,109.64,0,0,39.09,64.2,1.0,0.5831914893617022
20250810,1,1,3,SKU001,WH_A,ml_reorder,179,20.42,31,0,1.0,55,9,99.69,0,0,37.13,64.8,1.0,0.5538333333333333
20250811,1,1,3,SKU001,WH_A,ml_reorder,179,28.82,0,0,1.0,61,9,98.47,0,0,36.67,56.7,1.0,0.5470555555555555
20250812,1,1,3,SKU001,WH_A,ml_reorder,152,28.99,27,0,1.0,66,9,147.65,0,0,37.15,71.1,1.0,0.9650326797385621
20250813,1,1,3,SKU001,WH_A,ml_reorder,207,27.48,19,0,1.0,60,9,127.83,0,0,41.17,73.0,1.0,0.6145673076923077
20250814,1,1,3,SKU001,WH_A,ml_reorder,202,21.06,17,0,1.0,59,9,117.76,0,0,38.87,65.7,1.0,0.5800985221674877
20250815,1,1,3,SKU001,WH_A,ml_reorder,186,27.03,20,0,1.0,61,9,128.31,0,0,34.22,67.1,1.0,0.6861497326203209
20250816,1,1,3,SKU001,WH_A,ml_reorder,164,26.66,22,0,1.0,58,9,124.72,0,0,39.62,79.3,1.0,0.7558787878787878
20250817,1,1,3,SKU001,WH_A,ml_reorder,156,21.09,8,0,1.0,52,9,89.75,0,0,38.36,55.6,1.0,0.571656050955414
20250818,1,1,3,SKU001,WH_A,ml_reorder,111,25.69,45,0,1.0,65,9,62.73,0,0,37.67,61.7,1.0,0.5600892857142857
20250819,1,1,3,SKU001,WH_A,ml_reorder,85,23.02,26,0,1.0,63,9,46.15,0,0,36.19,63.1,1.0,0.5366279069767441
20250820,1,1,3,SKU001,WH_A,ml_reorder,77,21.47,8,0,1.0,56,9,43.12,0,0,37.34,55.1,1.0,0.5528205128205128
20250821,1,1,3,SKU001,WH_A,ml_reorder,171,23.57,23,0,1.0,60,9,147.25,0,0,37.64,72.8,1.0,0.8561046511627907
20250822,1,1,3,SKU001,WH_A,ml_reorder,161,20.1,10,0,1.0,58,9,89.59,0,0,37.1,61.7,1.0,0.5530246913580247
20250823,1,1,3,SKU001,WH_A,ml_reorder,151,24.13,10,0,1.0,56,9,80.73,0,0,35.64,68.1,1.0,0.5311184210526316
20250824,1,1,3,SKU001,WH_A,ml_reorder,155,21.7,27,0,1.0,51,9,119.87,0,0,39.23,53.6,1.0,0.7683974358974359
20250825,1,1,3,SKU001,WH_A,ml_reorder,130,38.03,40,0,1.0,80,9,68.55,1,0,35.15,69.7,1.0,0.5232824427480915
20250826,1,1,3,SKU001,WH_A,ml_reorder,102,26.09,28,0,1.0,65,9,58.68,0,0,38.35,77.8,1.0,0.5697087378640777
20250827,1,1,3,SKU001,WH_A,ml_reorder,72,20.7,30,0,1.0,54,9,92.8,0,0,36.06,56.7,1.0,1.2712328767123287
20250828,1,1,3,SKU001,WH_A,ml_reorder,49,27.06,23,0,1.0,55,9,26.43,0,0,35.96,65.5,1.0,0.5286
20250829,1,1,3,SKU001,WH_A,ml_reorder,24,28.67,25,0,1.0,69,9,84.18,1,0,33.7,64.0,1.0,3.3672000000000004
20250830,1,1,3,SKU001,WH_A,ml_reorder,78,20.62,28,0,1.0,49,9,45.03,0,0,38.49,58.8,1.0,0.5700000000000001
20250831,1,1,3,SKU001,WH_A,ml_reorder,64,23.41,14,0,1.0,50,9,34.83,0,0,36.29,65.3,1.0,0.5358461538461539
20250901,1,1,3,SKU001,WH_A,ml_reorder,8,29.03,56,0,1.0,72,9,62.77,1,0,33.47,62.1,1.0,6.974444444444445
20250902,1,1,3,SKU001,WH_A,ml_reorder,23,23.6,4,0,1.0,56,9,12.79,0,0,37.07,59.5,1.0,0.5329166666666666
20250903,1,1,3,SKU001,WH_A,ml_reorder,15,24.11,8,0,1.0,50,9,8.88,0,0,39.45,64.1,1.0,0.555
20250904,1,1,3,SKU001,WH_A,ml_reorder,0,19.18,26,1,0.577,51,9,639.89,0,0,36.36,64.9,0.2885,639.89
20250905,1,1,3,SKU001,WH_A,ml_reorder,82,23.11,9,0,1.0,51,9,46.29,0,0,37.64,62.9,1.0,0.557710843373494
20250906,1,1,3,SKU001,WH_A,ml_reorder,78,18.86,4,0,1.0,45,9,42.01,0,0,35.91,54.2,1.0,0.5317721518987342
20250907,1,1,3,SKU001,WH_A,ml_reorder,203,19.99,18,0,1.0,45,9,112.54,0,0,36.96,66.3,1.0,0.5516666666666667
20250908,1,1,3,SKU001,WH_A,ml_reorder,198,17.87,5,0,1.0,54,9,118.29,0,0,39.83,69.9,1.0,0.5944221105527638
20250909,1,1,3,SKU001,WH_A,ml_reorder,163,30.32,35,0,1.0,71,9,77.36,1,0,31.64,76.0,1.0,0.4717073170731707
20250910,1,1,3,SKU001,WH_A,ml_reorder,259,19.63,9,0,1.0,47,9,144.64,0,0,37.23,64.4,1.0,0.5563076923076923
20250911,1,1,3,SKU001,WH_A,ml_reorder,230,21.19,29,0,1.0,47,9,125.76,0,0,36.45,67.4,1.0,0.5444155844155845
20250912,1,1,3,SKU001,WH_A,ml_reorder,216,22.95,14,0,1.0,47,9,120.88,0,0,37.31,58.8,1.0,0.5570506912442396
20250913,1,1,3,SKU001,WH_A,ml_reorder,200,18.97,16,0,1.0,44,9,112.51,0,0,37.5,66.1,1.0,0.5597512437810945
20250914,1,1,3,SKU001,WH_A,ml_reorder,176,18.16,24,0,1.0,45,9,98.74,0,0,37.4,66.6,1.0,0.5578531073446328
20250915,1,1,3,SKU001,WH_A,ml_reorder,166,21.58,10,0,1.0,53,9,153.9,0,0,38.21,75.0,1.0,0.921556886227545
20250916,1,1,3,SKU001,WH_A,ml_reorder,152,16.11,14,0,1.0,50,9,87.39,0,0,38.33,58.1,1.0,0.5711764705882353
20250917,1,1,3,SKU001,WH_A,ml_reorder,132,15.85,20,0,1.0,44,9,77.33,0,0,39.06,49.9,1.0,0.5814285714285714
20250918,1,1,3,SKU001,WH_A,ml_reorder,108,24.83,24,0,1.0,47,9,61.21,0,0,37.78,65.2,1.0,0.561559633027523
20250919,1,1,3,SKU001,WH_A,ml_reorder,103,16.52,5,0,1.0,47,9,82.87,0,0,37.81,60.4,1.0,0.7968269230769232
20250920,1,1,3,SKU001,WH_A,ml_reorder,74,16.14,29,0,1.0,45,9,71.39,0,0,37.24,64.1,1.0,0.9518666666666666
20250921,1,1,3,SKU001,WH_A,ml_reorder,65,20.77,9,0,1.0,46,9,76.87,0,0,36.17,71.7,1.0,1.1646969696969698
20250922,1,1,3,SKU001,WH_A,ml_reorder,62,26.8,3,0,1.0,53,9,82.01,0,0,37.81,64.3,1.0,1.3017460317460319
20250923,1,1,3,SKU001,WH_A,ml_reorder,44,20.81,18,0,1.0,51,9,25.36,0,0,38.43,52.9,1.0,0.5635555555555556
20250924,1,1,3,SKU001,WH_A,ml_reorder,129,17.42,20,0,1.0,48,9,68.72,0,0,35.52,57.3,1.0,0.5286153846153846
20250925,1,1,3,SKU001,WH_A,ml_reorder,117,17.18,12,0,1.0,50,9,64.92,0,0,36.99,65.6,1.0,0.5501694915254237
20250926,1,1,3,SKU001,WH_A,ml_reorder,79,23.06,38,0,1.0,49,9,82.75,0,0,37.68,61.2,1.0,1.034375
20250927,1,1,3,SKU001,WH_A,ml_reorder,50,12.73,29,0,1.0,45,9,29.05,0,0,38.73,55.5,1.0,0.5696078431372549
20250928,1,1,3,SKU001,WH_A,ml_reorder,44,20.25,13,0,1.0,46,9,23.68,0,0,35.87,57.1,1.0,0.5262222222222223
20250929,1,1,3,SKU001,WH_A,ml_reorder,20,22.65,47,0,1.0,57,9,12.24,0,0,40.81,67.8,1.0,0.5828571428571429
20250930,1,1,3,SKU001,WH_A,ml_reorder,65,22.97,11,0,1.0,58,9,35.61,0,0,36.52,62.8,1.0,0.5395454545454546
20251001,1,1,3,SKU001,WH_A,ml_reorder,97,17.46,39,0,1.0,53,9,106.78,0,0,37.34,60.5,1.0,1.089591836734694
20251002,1,1,3,SKU001,WH_A,ml_reorder,82,19.38,15,0,1.0,53,9,77.64,0,0,35.56,57.2,1.0,0.935421686746988
20251003,1,1,3,SKU001,WH_A,ml_reorder,71,16.65,11,0,1.0,52,9,41.49,0,0,38.95,52.9,1.0,0.57625
20251004,1,1,3,SKU001,WH_A,ml_reorder,50,18.49,21,0,1.0,51,9,56.54,0,0,36.25,59.0,1.0,1.1086274509803922
20251005,1,1,3,SKU001,WH_A,ml_reorder,63,16.99,33,0,1.0,50,9,63.32,0,0,37.43,55.2,1.0,0.989375
20251006,1,1,3,SKU001,WH_A,ml_reorder,29,23.21,34,0,1.0,61,9,74.65,0,0,34.13,54.5,1.0,2.4883333333333337
20251007,1,1,3,SKU001,WH_A,ml_reorder,0,21.5,38,1,0.763,63,9,562.69,0,0,37.21,64.8,0.3815,562.69
20251008,1,1,3,SKU001,WH_A,ml_reorder,0,20.22,30,1,0.0,54,9,1851.76,0,0,38.58,54.8,0.0,1851.76
20251009,1,1,3,SKU001,WH_A,ml_reorder,0,27.58,38,1,0.0,57,9,2322.85,0,0,37.53,60.7,0.0,2322.85
20251010,1,1,3,SKU001,WH_A,ml_reorder,57,26.3,30,0,1.0,58,9,59.85,0,0,36.91,59.8,1.0,1.0318965517241379
20251011,1,1,3,SKU001,WH_A,ml_reorder,83,20.37,8,0,1.0,57,9,43.34,0,0,34.81,65.9,1.0,0.5159523809523809
20251012,1,1,3,SKU001,WH_A,ml_reorder,53,25.38,30,0,1.0,55,9,59.66,0,0,35.93,60.0,1.0,1.1048148148148147
20251013,1,1,3,SKU001,WH_A,ml_reorder,48,22.9,26,0,1.0,61,9,26.31,0,0,36.54,52.6,1.0,0.5369387755102041
20251014,1,1,3,SKU001,WH_A,ml_reorder,45,22.05,20,0,1.0,63,9,55.4,0,0,38.6,58.0,1.0,1.2043478260869565
20251015,1,1,3,SKU001,WH_A,ml_reorder,137,24.77,16,0,1.0,59,9,113.39,0,0,37.83,60.4,1.0,0.8216666666666667
20251016,1,1,3,SKU001,WH_A,ml_reorder,123,25.44,28,0,1.0,57,9,71.77,0,0,38.9,57.4,1.0,0.5787903225806451
20251017,1,1,3,SKU001,WH_A,ml_reorder,95,26.41,28,0,1.0,59,9,95.83,0,0,34.13,63.9,1.0,0.9982291666666666
20251018,1,1,3,SKU001,WH_A,ml_reorder,126,23.39,24,0,1.0,53,9,68.34,0,0,36.16,48.2,1.0,0.5381102362204725
20251019,1,1,3,SKU001,WH_A,ml_reorder,118,21.56,26,0,1.0,52,9,69.89,0,0,39.49,54.7,1.0,0.5873109243697479
20251020,1,1,3,SKU001,WH_A,ml_reorder,105,27.59,13,0,1.0,65,9,60.3,0,0,38.29,59.4,1.0,0.5688679245283018
20251021,1,1,3,SKU001,WH_A,ml_reorder,118,28.28,13,0,1.0,62,9,122.43,0,0,37.36,55.7,1.0,1.0288235294117647
20251022,1,1,3,SKU001,WH_A,ml_reorder,108,21.72,10,0,1.0,54,9,59.88,0,0,36.96,41.4,1.0,0.5493577981651376
20251023,1,1,3,SKU001,WH_A,ml_reorder,114,24.69,15,0,1.0,56,9,60.3,0,0,35.26,55.8,1.0,0.5243478260869565
20251024,1,1,3,SKU001,WH_A,ml_reorder,114,17.61,39,0,1.0,55,9,63.33,0,0,37.04,56.2,1.0,0.550695652173913
20251025,1,1,3,SKU001,WH_A,ml_reorder,95,23.48,19,0,1.0,51,9,52.96,0,0,37.17,54.4,1.0,0.5516666666666666
20251026,1,1,3,SKU001,WH_A,ml_reorder,134,17.41,33,0,1.0,51,9,74.76,0,0,37.19,56.8,1.0,0.5537777777777778
20251027,1,1,3,SKU001,WH_A,ml_reorder,117,27.55,17,0,1.0,59,9,126.63,0,0,35.29,53.4,1.0,1.073135593220339
20251028,1,1,3,SKU001,WH_A,ml_reorder,83,22.76,34,0,1.0,56,9,49.72,0,0,39.93,59.9,1.0,0.5919047619047619
20251029,1,1,3,SKU001,WH_A,ml_reorder,63,17.81,20,0,1.0,52,9,36.07,0,0,38.17,55.7,1.0,0.56359375
20251030,1,1,3,SKU001,WH_A,ml_reorder,143,22.62,18,0,1.0,49,9,106.46,0,0,37.25,47.3,1.0,0.7393055555555555
20251031,1,1,3,SKU001,WH_A,ml_reorder,134,23.18,9,0,1.0,48,9,102.28,0,0,37.68,41.0,1.0,0.7576296296296297
20251101,1,1,3,SKU001,WH_A,ml_reorder,126,22.58,8,0,1.0,47,9,72.56,0,0,38.39,58.8,1.0,0.5713385826771654
20251102,1,1,3,SKU001,WH_A,ml_reorder,114,19.28,12,0,1.0,43,9,65.6,0,0,38.36,39.0,1.0,0.5704347826086956
20251103,1,1,3,SKU001,WH_A,ml_reorder,80,20.2,34,0,1.0,54,9,76.09,0,0,36.03,58.4,1.0,0.9393827160493827
20251104,1,1,3,SKU001,WH_A,ml_reorder,74,21.12,6,0,1.0,54,9,42.48,0,0,38.27,57.1,1.0,0.5663999999999999
20251105,1,1,3,SKU001,WH_A,ml_reorder,160,23.9,36,0,1.0,48,9,138.51,0,0,38.05,61.0,1.0,0.8603105590062111
20251106,1,1,3,SKU001,WH_A,ml_reorder,141,22.19,19,0,1.0,47,9,82.14,0,0,38.84,57.5,1.0,0.5784507042253522
20251107,1,1,3,SKU001,WH_A,ml_reorder,128,24.19,13,0,1.0,58,9,60.93,1,0,31.73,46.1,1.0,0.47232558139534886
20251108,1,1,3,SKU001,WH_A,ml_reorder,115,17.88,26,0,1.0,42,9,64.97,0,0,37.66,49.3,1.0,0.5600862068965518
20251109,1,1,3,SKU001,WH_A,ml_reorder,103,19.57,25,0,1.0,41,9,94.28,0,0,39.31,43.2,1.0,0.9065384615384615
20251110,1,1,3,SKU001,WH_A,ml_reorder,88,17.85,15,0,1.0,49,9,75.53,0,0,38.96,52.0,1.0,0.8486516853932584
20251111,1,1,3,SKU001,WH_A,ml_reorder,73,21.56,15,0,1.0,49,9,80.99,0,0,37.25,50.4,1.0,1.0944594594594594
20251112,1,1,3,SKU001,WH_A,ml_reorder,79,14.33,25,0,1.0,43,9,45.26,0,0,38.19,49.6,1.0,0.56575
20251113,1,1,3,SKU001,WH_A,ml_reorder,52,18.7,27,0,1.0,44,9,58.55,0,0,38.78,53.8,1.0,1.1047169811320754
